ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Wholly irrigated holdings,Area of wholly irrigated holdings,Wholly unirrigated holdings,Area of wholly unirrigated holdings,Partially irrigated holdings,Irrigated area of partially irrigated holdings,Area of partially irrigated holdings,Holdings receiving irrigation,Net irrigated area of holdings receiving irrigation
466,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,25,109.084,39,142.719,21,25.39,81.992,46,134.474
467,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,11,65.308,26,82.081,26,47.836,134.091,37,113.144
468,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,5,43.75,1,4.013,0,0,0,5,43.75
469,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
470,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,683,170.372,6391,1317.542,136,18.754,42.499,819,189.126
471,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,428,315.798,1381,892.901,16,4.41,9.832,444,320.208
472,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,325,445.364,1091,1136.586,28,15.069,31.087,353,460.433
473,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,6,73.9,0,0,0,0,0,6,73.9
474,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,166,395.719,240,437.558,10,2.789,20.465,176,398.508
475,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,32,107.45,159,395.811,4,0.568,7.312,36,108.018
476,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,23,100.2,51,162.524,0,0,0,23,100.2
477,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,10,56.2,40,142.199,0,0,0,10,56.2
478,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,7,58.75,0,0,0,0,0,7,58.75
479,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
480,India,1,Jammu And Kashmir,14,Udhampur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,361,87.418,2468,609.436,23,2.548,6.062,384,89.966
481,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,5,3.7,0,0,0,0,0,5,3.7
482,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,9,12.9,0,0,0,0,0,9,12.9
483,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,1,15.55,0,0,0,0,0,1,15.55
484,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,2,5,0,0,0,0,0,2,5
485,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,1,3.25,0,0,0,0,0,1,3.25
486,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
487,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,2,12.65,0,0,0,0,0,2,12.65
488,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
489,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0
490,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,68,12.6,0,0,0,0,0,68,12.6
491,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,2033,1275.487,2068,1189.608,1685,200.874,1015.443,3718,1476.361
492,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,865,1174.9,1258,1470.398,1210,367.13,1463.634,2075,1542.03
493,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,1,10.6,0,0,1,1.927,14.905,2,12.527
494,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,162,391.164,334,635.975,327,113.042,683.255,489,504.206
495,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,94,312.82,121,387.849,44,33.904,130.485,138,346.724
496,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,15,64.05,13,42.781,57,18.498,186.982,72,82.548
587,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
497,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,50,291.15,10,56.725,11,9.922,39.195,61,301.072
498,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,13,106.4,0,0,1,0.434,8.374,14,106.834
499,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0
500,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,11119,1646.696,10473,1510.059,2352,166.38,552.286,13471,1813.076
501,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,115,73.36,267,144.809,100,30.272,64.097,215,103.632
502,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,37,51.259,153,156.37,62,34.844,78.857,99,86.103
503,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
504,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,29,69,4,5.926,10,6.654,19.545,39,75.654
505,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,17,57.55,0,0,0,0,0,17,57.55
506,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,1,4.3,0,0,0,0,0,1,4.3
507,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,2,14.5,0,0,0,0,0,2,14.5
508,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
509,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
510,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,531,75.619,1223,185.188,73,6.937,18.005,604,82.556
511,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,406,292.848,698,366.789,86,4.556,61.6,492,297.404
512,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,143,178.292,394,397.302,71,15.63,75.315,214,193.922
513,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
514,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,93,227.05,20,41.396,8,1.311,13.453,101,228.361
515,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,23,80.3,9,17.344,2,0.351,5.42,25,80.651
516,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,5,22.65,2,6.003,0,0,0,5,22.65
517,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,1,5.4,1,3.303,3,6.569,16.421,4,11.969
518,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
519,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
520,India,1,Jammu And Kashmir,620,Kishtwar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1019,223.074,1556,270.77,132,15.142,23.116,1151,238.216
521,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,1,0.55,0,0,0,0,0,1,0.55
522,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,1,1.15,0,0,0,0,0
523,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
524,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
525,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
526,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
527,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
528,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
529,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0
530,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,2,0.2,0,0,0,0,0,2,0.2
531,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,258,162.712,5271,3426.562,1943,492.74,1233.05,2201,655.452
532,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,123,158.509,2700,3293.009,1006,297.055,1188.375,1129,455.564
533,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,0,0,8,7.884,102.498,8,7.884
534,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,161,393.271,603,1259.2,506,219.425,1000.753,667,612.696
535,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,42,147.579,148,406.407,123,63.313,342.319,165,210.892
536,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,7,30.647,47,168.642,102,43.345,370.329,109,73.992
537,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,14,75.95,31,163.252,56,44.22,288.003,70,120.17
538,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,4,35.2,0,0,25,10.085,215.261,29,45.285
539,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0
540,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,2176,252.242,12711,2779.78,3116,358.868,740.001,5292,611.11
541,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,434,251.771,69,10.649,41.272,69,10.649
542,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,35,50.55,238,263.578,82,21.079,91.49,117,71.629
543,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
544,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,22,51.65,47,85.883,8,8.736,13.104,30,60.386
545,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,15,50.65,7,14.813,8,3.914,26.3,23,54.564
546,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,6,27.15,1,5.368,3,1.144,10.132,9,28.294
547,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,2,13.3,0,0,4,3.956,15.607,6,17.256
548,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,1,8.25,0,0,0,0,0,1,8.25
549,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
550,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,47,12.7,797,169.568,28,2.165,11.613,75,14.865
551,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,137,93.4,1049,668.046,231,64.96,147.435,368,158.36
552,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,7,11.594,694,836.797,81,12.198,99.177,88,23.792
553,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2,0.485,22.526,2,0.485
554,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,8,19.25,130,273.567,42,8.423,82.186,50,27.673
555,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,1,3.05,66,176.465,15,6.098,42.005,16,9.148
556,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,16,61.535,7,2.234,25.472,7,2.234
557,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,2,10.3,21,82.124,7,3.404,34.825,9,13.704
558,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,5,41.25,1,7.8,0,0,0,5,41.25
559,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,1,34.769,1,4.53,31.951,1,4.53
560,India,1,Jammu And Kashmir,621,Ramban,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,490,130.24,2378,537.991,383,37.654,80.05,873,167.894
561,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,2,1.5,0,0,0,0,0,2,1.5
562,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,2,3.75,0,0,0,0,0,2,3.75
563,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
564,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
565,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,1,3.8,0,0,0,0,0,1,3.8
566,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
567,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,2,12.25,0,0,0,0,0
568,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,2,16.55,0,0,0,0,0,2,16.55
569,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0
570,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,16,3.443,2,1.64,0,0,0,16,3.443
571,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,5265,3382.587,2345,1303.798,1315,478.083,830.617,6580,3860.67
572,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,1310,1661.224,818,1118.466,795,434.524,1094.933,2105,2095.748
573,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,4,46.45,0,0,0,0,0,4,46.45
574,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,119,279.855,145,333.147,137,114.106,327.323,256,393.961
575,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,10,36.029,51,181.685,32,33.524,115.418,42,69.553
576,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,52,232.65,0,0,0,0,0,52,232.65
577,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,30,181.75,0,0,0,0,0,30,181.75
578,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,7,63.3,0,0,0,0,0,7,63.3
579,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,1,23.4,0,0,0,0,0,1,23.4
580,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,25882,5831.342,6958,2112.481,1748,356.01,602.244,27630,6187.352
581,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
582,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
583,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
584,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
585,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
586,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
588,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
589,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
590,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
591,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,9,5.668,297,193.966,7,3.687,6.416,16,9.355
592,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,178,225.69,3,1.708,4.36,3,1.708
593,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
594,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,37,89.6,0,0,0,0,0
595,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
596,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,14,62.95,0,0,0,0,0
597,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
598,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,2,15.85,0,0,0,0,0,2,15.85
599,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
600,India,1,Jammu And Kashmir,622,Kulgam,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,128,31.764,992,242.106,17,7.177,12.68,145,38.941
601,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
602,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,1,1.15,0,0,0,0,0,1,1.15
603,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,1,10.5,0,0,0,0,0,1,10.5
604,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,2,4.3,0,0,0,0,0,2,4.3
605,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
606,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
607,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
608,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,9,0,0,0,0,0,1,9
609,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,1,27.4,0,0,0,0,0,1,27.4
610,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,10,1.95,0,0,0,0,0,10,1.95
611,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,2292,1453.002,526,340.77,1735,725.462,1270.01,4027,2178.464
612,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,731,937.744,214,301.466,833,632.54,1188.186,1564,1570.284
613,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,1,17.62,0,0,3,30.986,61.68,4,48.606
614,India,1,Jammu And Kashmir,623,Bandipora,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,35,81.952,19,45.757,253,324.399,608.278,288,406.351
